11~76.98412698412699~5.298969072164948~10.5~1
12~57.14285714285714~5.03125~57.0~1
13~78.78787878787878~5.403846153846154~16.25~1
14~73.5632183908046~5.015625~9.666666666666666~1
15~80.72289156626506~4.940298507462686~11.857142857142858~1
16~85.0~5.9411764705882355~13.333333333333334~1
17~76.47058823529412~5.208791208791209~17.0~1
18~78.67647058823529~5.0~12.636363636363637~1
19~81.7351598173516~5.402234636871508~15.642857142857142~1
110~73.0~5.410958904109589~17.434782608695652~1
111~77.99043062200957~4.8343558282208585~17.25~1
01~60.773480662983424~4.972727272727273~22.625~0
02~80.0~5.383333333333334~12.076923076923077~0
03~78.47222222222221~5.442477876106195~7.631578947368421~0
04~69.90990990990991~6.309278350515464~13.30952380952381~0
05~72.72727272727273~5.630434782608695~23.09090909090909~0
06~75.88424437299035~5.788135593220339~9.757575757575758~0
07~82.06896551724138~5.4789915966386555~149.0~0
08~68.20809248554913~5.30225988700565~12.512195121951219~0
09~76.5~5.594771241830065~28.571428571428573~0
010~86.39455782312925~6.031496062992126~12.25~0
